SampleID,Length,Weight,Minutes,Hook,Tissue,Strength,Depth,O2,PPM,Species
1858,15,11,316,7,12,19.34731007,3476.392093,26.17,3.18,Chain Pickerel
5617,20,28,528,7,3,40.64200475,14784.754,32.56,3.045,Chain Pickerel
2926,22,38,395,7,7,48.43733239,15010.68029,35.116,4.105,Chain Pickerel
9925,28,92,127,2,55,43.03375886,11684.42135,37.784,3.825,Chain Pickerel
4404,27,83,255,8,48,90.25600215,21165.83767,42.506,4.72,Chain Pickerel
6877,26,65,665,6,32,41.96174723,43225.39282,39.228,3.48,Chain Pickerel
4854,29,103,343,1,65,65.75102147,35329.2142,38.062,4.975,Chain Pickerel
9592,19,24,708,6,5,37.84938884,16992.58593,30.282,5.075,Chain Pickerel
2045,20,28,560,6,0,28.00411541,15680.91206,31.56,3,Chain Pickerel
1346,30,114,502,2,77,75.34559702,57228.42688,40.34,4.155,Chain Pickerel
6414,31,126,304,3,86,76.12773116,38304.9252,42.618,6.29,Chain Pickerel
6679,29,103,424,6,65,110.607481,43672.87456,43.062,1.975,Chain Pickerel
3968,23,44,199,4,11,31.81000822,8756.117873,33.394,1.165,Chain Pickerel
9751,20,28,163,6,2,35.87393166,4564.085167,31.56,4.03,Chain Pickerel
9743,30,114,625,3,74,116.3693654,71250.98765,41.34,2.11,Chain Pickerel
4468,22,38,310,1,10,58.44855633,11780.20911,29.116,2.15,Chain Pickerel
1620,27,83,71,7,45,91.68351409,5893.210072,41.506,5.675,Chain Pickerel
4968,27,83,345,4,45,101.382936,28635.90607,38.506,3.675,Chain Pickerel
1700,29,103,460,2,67,67.08962163,47380.74342,39.062,4.005,Chain Pickerel
2527,18,20,428,6,3,26.62476593,8560.748474,29.004,5.045,Chain Pickerel
3455,24,51,563,1,22,26.8621507,28713.10909,31.672,2.33,Chain Pickerel
1732,16,14,673,2,7,20.9071763,9422.703107,22.448,3.105,Chain Pickerel
7644,29,103,166,3,64,130.0899461,17098.68515,40.062,2.96,Chain Pickerel
6519,20,28,608,4,2,41.38486995,17024.57566,29.56,2.03,Chain Pickerel
7204,20,28,615,2,3,23.46187704,17220.634,27.56,4.045,Chain Pickerel
7392,30,114,222,5,78,67.96880218,25308.81073,43.34,6.17,Chain Pickerel
3711,20,28,469,2,2,47.41957449,13132.66962,27.56,4.03,Chain Pickerel
1595,26,65,29,6,33,89.68960142,1885.370086,39.228,4.495,Chain Pickerel
3019,15,11,486,6,14,17.44205577,5346.74128,25.17,2.21,Chain Pickerel
2510,16,14,438,8,10,16.12143366,6132.707554,28.448,4.15,Chain Pickerel
5919,31,126,255,6,87,78.01298942,32130.44841,45.618,2.305,Chain Pickerel
1153,29,103,203,5,69,33.2576176,20909.27658,42.062,3.035,Chain Pickerel
7583,26,65,240,1,33,76.70066114,15600.0504,34.228,5.495,Chain Pickerel
2780,24,51,730,8,19,24.3153219,37230.44153,38.672,5.285,Chain Pickerel
6324,15,11,87,2,10,18.72822418,957.7704974,21.17,1.15,Chain Pickerel
7195,28,92,710,4,59,45.07424026,65320.15041,39.784,2.885,Chain Pickerel
5939,29,103,390,2,63,46.2269481,40170.64231,39.062,5.945,Chain Pickerel
5527,31,126,29,6,84,63.55217837,3654.995438,45.618,6.26,Chain Pickerel
5268,16,14,484,7,13,24.90712757,6776.257498,27.448,3.195,Chain Pickerel
9118,21,33,355,6,3,30.35786479,11715.55636,32.838,1.045,Chain Pickerel
9554,16,14,441,8,11,28.49328986,6174.707548,28.448,2.165,Chain Pickerel
3189,15,11,443,1,10,17.00536929,4873.484388,20.17,3.15,Chain Pickerel
4834,26,65,490,4,30,44.95691077,31850.53581,37.228,1.45,Chain Pickerel
7174,25,58,148,7,26,72.55922864,8584.151515,38.95,1.39,Chain Pickerel
9821,20,28,598,7,1,29.63135625,16744.08544,32.56,4.015,Chain Pickerel
2877,17,17,37,1,8,29.09742099,629.7584082,22.726,2.12,Chain Pickerel
9019,19,24,640,2,3,38.69806823,15360.01082,26.282,3.045,Chain Pickerel
7449,27,83,44,2,51,31.65684875,3652.254318,36.506,5.765,Chain Pickerel
4397,20,28,138,5,3,47.84963036,3864.300483,30.56,3.045,Chain Pickerel
9893,17,17,636,6,9,17.71697849,10812.10277,27.726,2.135,Chain Pickerel
7619,23,44,650,4,10,61.53238474,28600.66715,33.394,2.15,Chain Pickerel
2989,18,20,200,7,4,21.01380965,4000.696382,30.004,1.06,Chain Pickerel
1622,26,65,242,4,28,78.10227306,15730.46209,37.228,3.42,Chain Pickerel
6259,17,17,505,3,11,27.01599899,8585.386022,24.726,5.165,Chain Pickerel
9162,26,65,374,8,34,90.05308504,24310.35637,41.228,3.51,Chain Pickerel
8498,21,33,243,8,2,28.47354284,8019.4004,34.838,2.03,Chain Pickerel
3628,25,58,32,2,24,40.21735479,1856.719172,33.95,5.36,Chain Pickerel
3287,26,65,428,1,28,87.17300451,27820.84409,34.228,2.42,Chain Pickerel
2929,18,20,224,3,7,31.30519646,4480.308998,26.004,3.105,Chain Pickerel
4845,29,103,341,6,63,31.27706099,35123.98753,43.062,4.945,Chain Pickerel
9982,25,58,74,5,26,47.30463103,4292.20595,36.95,2.39,Chain Pickerel
2416,24,51,77,1,19,35.16802467,3927.0894,31.672,1.285,Chain Pickerel
3758,16,14,75,5,7,19.08271249,1050.25973,25.448,2.105,Chain Pickerel
2402,15,11,216,5,11,17.86632409,2376.217442,24.17,5.165,Chain Pickerel
6246,20,28,429,6,1,30.28654732,12012.13673,31.56,4.015,Chain Pickerel
4277,25,58,55,4,25,79.52580357,3190.406718,35.95,1.375,Chain Pickerel
7902,17,17,688,4,10,33.16590458,11696.04692,25.726,4.15,Chain Pickerel
3711,30,114,317,8,79,69.03021493,36138.84714,46.34,4.185,Chain Pickerel
1345,17,17,157,7,6,32.69381966,2669.016261,28.726,1.09,Chain Pickerel
9135,22,38,269,7,7,29.64648616,10222.8214,35.116,3.105,Chain Pickerel
6891,17,17,283,1,5,19.22161544,4811.800686,22.726,4.075,Chain Pickerel
6323,18,20,240,5,7,33.37236007,4800.342648,28.004,4.105,Chain Pickerel
1414,16,14,444,7,9,25.50842966,6216.210343,27.448,1.135,Chain Pickerel
4955,17,17,227,6,5,30.26391246,3859.13139,27.726,2.075,Chain Pickerel
7071,31,126,349,3,85,70.22859354,43974.24237,42.618,6.275,Chain Pickerel
6171,23,44,438,2,16,50.39283238,19272.7202,31.394,3.24,Chain Pickerel
4582,17,17,246,2,7,21.87268074,4182.341987,23.726,5.105,Chain Pickerel
7799,30,114,153,6,73,62.87525929,17442.98912,44.34,6.095,Chain Pickerel
4833,31,126,536,3,89,151.3091228,67536.47818,42.618,4.335,Chain Pickerel
4017,30,114,263,3,79,83.42739121,29982.74763,41.34,6.185,Chain Pickerel
6114,26,65,420,4,33,85.29696774,27300.06008,37.228,2.495,Chain Pickerel
4864,28,92,218,7,59,111.5195286,20056.2506,42.784,5.885,Chain Pickerel
8329,27,83,752,6,50,42.79884903,62416.06226,40.506,3.75,Chain Pickerel
6687,18,20,680,2,4,35.42328264,13600.88621,25.004,2.06,Chain Pickerel
8697,27,83,211,2,47,109.4044948,17513.39723,36.506,1.705,Chain Pickerel
4306,15,11,389,7,9,25.06276635,4279.403222,26.17,2.135,Chain Pickerel
5882,21,33,70,5,6,51.60301107,2310.194679,31.838,4.09,Chain Pickerel
4107,17,17,715,6,8,22.03751014,12155.79877,27.726,1.12,Chain Pickerel
7639,19,24,29,3,3,24.62248929,696.8409458,27.282,4.045,Chain Pickerel
9805,25,58,551,7,23,46.47859005,31958.05277,38.95,1.345,Chain Pickerel
7563,19,24,565,3,0,21.51393149,13560.03015,27.282,4,Chain Pickerel
4402,19,24,201,8,1,37.24135339,4824.260378,32.282,4.015,Chain Pickerel
4953,25,58,287,1,28,31.36025654,16646.83459,32.95,2.42,Chain Pickerel
2114,18,20,184,8,8,23.16341124,3680.561915,31.004,2.12,Chain Pickerel
3740,29,103,604,4,68,67.99214846,62212.03443,41.062,3.02,Chain Pickerel
8983,26,65,241,1,29,51.85053956,15665.29495,34.228,4.435,Chain Pickerel
3846,19,24,393,3,4,24.12022734,9432.267917,27.282,4.06,Chain Pickerel
2850,18,20,593,1,8,32.89979058,11860.80902,24.004,2.12,Chain Pickerel
1064,22,38,576,5,6,28.5695484,21888.34943,33.116,5.09,Chain Pickerel
7803,16,14,52,2,11,27.01997062,728.9108088,22.448,2.165,Chain Pickerel
8889,29,103,52,5,68,93.40147607,5356.701503,42.062,5.02,Chain Pickerel
5683,20,28,260,1,2,46.08184905,7280.944765,26.56,3.03,Chain Pickerel
5752,18,20,707,4,6,19.13508841,14140.47329,27.004,3.09,Chain Pickerel
8430,31,126,646,2,86,42.40567388,81396.70811,41.618,4.29,Chain Pickerel
2489,18,20,559,2,3,37.6231089,11180.7407,25.004,1.045,Chain Pickerel
3046,28,92,374,4,58,80.88001432,34408.73368,39.784,2.87,Chain Pickerel
5650,31,126,190,6,90,51.73201745,23940.41634,45.618,6.35,Chain Pickerel
7161,19,24,619,2,4,42.37027989,14856.73962,26.282,2.06,Chain Pickerel
5666,16,14,315,5,12,25.20477646,4410.806453,25.448,2.18,Chain Pickerel
4605,29,103,644,7,66,102.7761307,66332.21739,44.062,1.99,Chain Pickerel
8138,30,114,263,4,76,46.39257668,29982.28855,42.34,2.14,Chain Pickerel
5237,20,28,644,5,1,28.99956164,18032.8646,30.56,3.015,Chain Pickerel
1440,17,17,507,2,8,26.72450005,8619.248875,23.726,5.12,Chain Pickerel
8090,17,17,496,3,9,20.23525658,8432.067584,24.726,5.135,Chain Pickerel
3083,30,114,497,7,78,121.0345858,56658.04754,45.34,2.17,Chain Pickerel
2439,25,58,335,3,26,63.97169933,19430.88443,34.95,2.39,Chain Pickerel
9217,24,51,13,6,20,45.27779442,663.0125342,36.672,2.3,Chain Pickerel
6341,24,51,116,3,16,46.55926501,5916.439433,33.672,3.24,Chain Pickerel
7811,19,24,595,5,5,36.33010066,14280.77219,29.282,1.075,Chain Pickerel
4946,25,58,480,5,23,73.62098072,27840.63347,36.95,3.345,Chain Pickerel
7643,25,58,262,8,24,57.89821658,15196.01269,39.95,4.36,Chain Pickerel
4360,17,17,603,8,6,29.98933792,10251.19952,29.726,1.09,Chain Pickerel
2157,19,24,631,1,4,32.26410079,15144.85622,25.282,2.06,Chain Pickerel
3005,30,114,424,8,73,52.8188889,48336.33932,46.34,6.095,Chain Pickerel
6144,18,20,213,1,5,18.61153214,4260.034246,24.004,3.075,Chain Pickerel
8839,25,58,38,3,23,45.7713817,2204.731709,34.95,4.345,Chain Pickerel
7751,30,114,102,8,79,47.18768642,11628.87817,46.34,2.185,Chain Pickerel
3350,20,28,357,4,2,42.60819183,9996.885415,29.56,2.03,Chain Pickerel
2112,15,11,301,1,13,21.63114016,3311.62634,20.17,5.195,Chain Pickerel
5144,18,20,414,5,3,33.30161403,8280.193824,28.004,3.045,Chain Pickerel
2632,31,126,719,4,87,48.87574583,90594.3323,43.618,4.305,Chain Pickerel
4915,20,28,183,4,2,24.17183795,5124.841483,29.56,4.03,Chain Pickerel
9124,25,58,64,5,22,54.73770353,3712.752137,36.95,2.33,Chain Pickerel
1784,21,33,578,7,6,24.60681648,19074.47255,33.838,2.09,Chain Pickerel
4962,25,58,717,3,26,54.56100004,41586.87329,34.95,1.39,Chain Pickerel
1940,16,14,244,4,13,23.49074044,3416.251529,24.448,3.195,Chain Pickerel
5603,31,126,185,6,89,105.3955591,23310.06492,45.618,6.335,Chain Pickerel
6394,19,24,320,8,6,38.52915842,7680.779639,32.282,5.09,Chain Pickerel
1548,29,103,152,1,69,30.90611728,15656.51202,38.062,3.035,Chain Pickerel
8779,28,92,454,1,53,69.14696449,41768.20314,36.784,1.795,Chain Pickerel
9740,26,65,186,7,32,50.15791308,12090.08699,40.228,1.48,Chain Pickerel
4596,15,11,521,4,15,21.55719844,5731.114294,23.17,4.225,Chain Pickerel
8876,19,24,450,5,1,35.58172645,10800.82071,29.282,5.015,Chain Pickerel
7118,24,51,19,1,21,41.12540738,969.9008429,31.672,4.315,Chain Pickerel
2416,15,11,241,1,12,17.69104065,2651.979811,20.17,2.18,Chain Pickerel
1508,21,33,199,8,3,24.79529916,6567.942318,34.838,5.045,Chain Pickerel
1264,18,20,27,7,4,18.0804916,540.8461878,30.004,1.06,Chain Pickerel
1555,22,38,565,8,8,28.31165926,21470.88831,36.116,3.12,Chain Pickerel
8496,16,14,413,6,11,21.94849972,5782.74469,26.448,5.165,Chain Pickerel
2267,31,126,149,6,87,124.0025291,18774.24293,45.618,4.305,Chain Pickerel
1778,17,17,394,5,9,26.65425754,6698.908899,26.726,4.135,Chain Pickerel
2527,29,103,131,3,67,42.67781365,13493.16804,40.062,5.005,Chain Pickerel
7431,26,65,117,7,32,39.49441286,7605.215308,40.228,3.48,Chain Pickerel
4455,21,33,622,2,1,46.61905098,20526.14246,28.838,4.015,Chain Pickerel
5329,19,24,690,5,0,30.33555569,16560.01029,29.282,2,Chain Pickerel
1993,27,83,571,2,48,43.28590609,47393.46837,36.506,3.72,Chain Pickerel
5602,23,44,599,2,14,59.50273295,26356.53492,31.394,2.21,Chain Pickerel
6867,30,114,233,6,73,110.6002714,26562.08293,44.34,6.095,Chain Pickerel
2878,30,114,475,6,73,141.1631282,54150.89208,44.34,2.095,Chain Pickerel
5815,31,126,11,5,87,105.4171999,1386.323591,44.618,4.305,Chain Pickerel
9547,28,92,484,2,56,94.39648707,44528.77496,37.784,5.84,Chain Pickerel
5950,21,33,382,6,2,43.48267223,12606.8947,32.838,5.03,Chain Pickerel
2680,16,14,735,2,10,20.57886693,10290.41352,22.448,5.15,Chain Pickerel
2739,28,92,409,3,53,105.3978806,37628.27989,38.784,2.795,Chain Pickerel
9759,24,51,102,2,17,58.502841,5202.443393,32.672,3.255,Chain Pickerel
2655,15,11,557,2,15,19.83490224,6127.826563,21.17,4.225,Chain Pickerel
2783,21,33,411,8,7,31.95094167,13563.70128,34.838,2.105,Chain Pickerel
2739,17,17,406,5,7,20.73612675,6902.061905,26.726,5.105,Chain Pickerel
6367,18,20,140,8,3,30.12777158,2800.606109,31.004,4.045,Chain Pickerel
9281,25,58,725,6,28,28.66571642,42050.36045,37.95,1.42,Chain Pickerel
8851,26,65,171,8,33,68.97488918,11115.80795,41.228,1.495,Chain Pickerel
5417,24,51,494,2,22,26.86339984,25194.56538,32.672,1.33,Chain Pickerel
4311,31,126,273,5,86,53.11250134,34398.07358,44.618,2.29,Chain Pickerel
2558,29,103,509,7,67,116.8369566,52427.168,44.062,5.005,Chain Pickerel
6250,16,14,470,3,9,17.29630367,6580.304406,23.448,2.135,Chain Pickerel
4820,19,24,566,4,0,39.4486261,13584.67905,28.282,2,Chain Pickerel
3828,30,114,315,3,77,104.7527076,35910.92676,41.34,3.155,Chain Pickerel
9526,21,33,671,7,7,43.3547298,22143.86336,33.838,1.105,Chain Pickerel
3253,16,14,169,8,8,27.30445283,2366.04201,28.448,2.12,Chain Pickerel
1288,28,92,418,1,55,114.5104849,38456.59798,36.784,4.825,Chain Pickerel
2492,15,11,612,5,11,23.78268341,6732.112227,24.17,5.165,Chain Pickerel
6994,16,14,354,1,11,20.65421922,4956.993087,21.448,5.165,Chain Pickerel
9917,21,33,35,6,3,38.74859771,1155.047316,32.838,5.045,Chain Pickerel
1782,25,58,364,7,23,47.74343493,21112.2525,38.95,3.345,Chain Pickerel
9505,20,28,365,4,3,39.52420072,10220.68267,29.56,4.045,Chain Pickerel
9264,27,83,25,1,46,52.16779466,2075.108422,35.506,4.69,Chain Pickerel
7342,18,20,302,2,5,37.45886839,6040.732573,25.004,2.075,Chain Pickerel
9951,29,103,700,2,69,39.13288436,72100.48766,39.062,5.035,Chain Pickerel
3118,21,33,387,2,4,43.14854936,12771.82456,28.838,4.06,Chain Pickerel
6958,24,51,120,6,21,62.80191809,6120.855496,36.672,5.315,Chain Pickerel
7966,24,51,686,2,16,68.54450503,34986.22875,32.672,4.24,Chain Pickerel
7626,22,38,683,1,10,36.58342667,25954.82236,29.116,4.15,Chain Pickerel
3004,27,83,591,5,50,67.8725331,49053.00597,39.506,1.75,Chain Pickerel
2926,21,33,79,2,5,49.34696603,2607.801768,28.838,5.075,Chain Pickerel
2426,18,20,194,8,8,37.82257808,3880.508791,31.004,4.12,Chain Pickerel
4449,21,33,450,1,4,53.32625148,14850.35298,27.838,2.06,Chain Pickerel
5373,24,51,42,8,21,31.65571716,2142.215222,38.672,4.315,Chain Pickerel
6436,18,20,671,7,6,19.82302905,13420.62606,30.004,1.09,Chain Pickerel
7857,25,58,311,5,24,53.77451351,18038.50317,36.95,5.36,Chain Pickerel
1364,21,33,95,7,1,27.06032261,3135.140846,33.838,2.015,Chain Pickerel
4234,26,65,297,8,28,79.46995752,19305.23121,41.228,1.42,Chain Pickerel
2799,20,28,605,6,2,24.28357082,16940.05005,31.56,3.03,Chain Pickerel
7381,15,11,729,8,12,21.03049644,8019.022624,27.17,1.18,Chain Pickerel
9776,31,126,525,7,90,150.7885552,66150.80756,46.618,2.35,Chain Pickerel
1387,26,65,213,2,34,50.41107904,13845.85484,35.228,1.51,Chain Pickerel
9462,25,58,467,6,24,55.08131921,27086.45334,37.95,2.36,Chain Pickerel
3355,19,24,281,3,4,23.58422955,6744.40362,27.282,4.06,Chain Pickerel
3581,18,20,396,8,7,34.47089593,7920.053948,31.004,1.105,Chain Pickerel
9578,21,33,133,8,1,37.19257595,4389.791434,34.838,3.015,Chain Pickerel
1893,24,51,459,2,18,43.45233444,23409.94208,32.672,1.27,Chain Pickerel
6937,30,114,713,6,76,77.03023503,81282.2743,44.34,2.14,Chain Pickerel
7585,23,44,450,3,13,52.45040625,19800.73768,32.394,3.195,Chain Pickerel
6705,24,51,167,7,22,27.86147417,8517.936322,37.672,2.33,Chain Pickerel
9444,25,58,668,5,26,34.85401309,38744.02255,36.95,5.39,Chain Pickerel
7856,24,51,185,2,22,55.35142246,9435.313489,32.672,3.33,Chain Pickerel
6489,16,14,126,3,10,21.40585328,1764.859091,23.448,2.15,Chain Pickerel
2873,21,33,518,1,2,26.11828711,17094.80354,27.838,2.03,Chain Pickerel
7062,23,44,419,7,13,65.35516559,18436.12413,36.394,3.195,Chain Pickerel
9133,27,83,527,4,45,33.60970401,43741.90614,38.506,5.675,Chain Pickerel
1165,23,44,107,5,13,30.78973374,4708.879971,34.394,1.195,Chain Pickerel
1759,28,92,105,5,58,79.85085701,9660.027045,40.784,1.87,Chain Pickerel
9489,26,65,585,8,31,33.81266025,38025.49169,41.228,3.465,Chain Pickerel
7555,27,83,12,7,50,106.1040704,996.0669922,41.506,5.75,Chain Pickerel
3904,16,14,519,5,10,19.55153663,7266.040288,25.448,2.15,Chain Pickerel
5734,21,33,237,5,5,38.74200528,7821.613429,31.838,1.075,Chain Pickerel
8901,22,38,225,5,11,33.34894347,8550.526928,33.116,5.165,Chain Pickerel
3253,31,126,172,4,85,40.24335461,21672.42253,43.618,3.275,Chain Pickerel
5394,16,14,349,6,13,17.34492174,4886.64091,26.448,5.195,Chain Pickerel
5446,18,20,78,3,7,26.38519202,1560.021656,26.004,3.105,Chain Pickerel
1241,19,24,475,8,0,42.10725991,11400.12791,32.282,5,Chain Pickerel
6834,27,83,151,1,46,64.09575876,12533.54223,35.506,1.69,Chain Pickerel
8695,18,20,115,7,5,33.47134582,2300.967631,30.004,2.075,Chain Pickerel
5391,23,44,558,8,14,40.43511099,24552.9792,37.394,5.21,Chain Pickerel
7102,20,28,411,6,3,21.8975579,11508.36166,31.56,1.045,Chain Pickerel
6624,20,28,65,6,2,39.51078403,1820.78766,31.56,5.03,Chain Pickerel
2007,15,11,566,1,10,22.43750762,6226.107509,20.17,3.15,Chain Pickerel
5816,25,58,213,1,28,60.78238478,12354.5766,32.95,2.42,Chain Pickerel
2421,17,17,498,3,9,27.80906724,8466.470332,24.726,2.135,Chain Pickerel
8026,17,17,13,4,11,22.82325748,221.7641198,25.726,3.165,Chain Pickerel
1970,25,58,97,8,28,65.6333693,5626.005943,39.95,4.42,Chain Pickerel
9073,19,24,329,5,6,30.72896512,7896.066396,29.282,1.09,Chain Pickerel
2696,23,44,525,1,14,54.84364963,23100.69432,30.394,5.21,Chain Pickerel
3016,18,20,156,3,3,31.83058952,3120.958411,26.004,4.045,Chain Pickerel
5862,19,24,612,7,2,35.38488206,14688.38177,31.282,3.03,Chain Pickerel
4499,20,28,207,4,1,31.92712998,5796.360759,29.56,4.015,Chain Pickerel
5023,31,126,589,7,88,57.9150834,74214.69415,46.618,2.32,Chain Pickerel
4859,27,83,29,6,46,60.3981531,2407.588338,40.506,1.69,Chain Pickerel
7905,27,83,293,1,48,39.67097915,24319.71097,35.506,2.72,Chain Pickerel
5073,29,103,156,5,65,119.2041449,16068.02222,42.062,5.975,Chain Pickerel
2087,15,11,733,6,10,25.0414053,8063.956681,25.17,5.15,Chain Pickerel
8649,31,126,582,8,85,86.29259224,73332.69812,47.618,4.275,Chain Pickerel
7894,23,44,250,6,12,46.48746514,11000.4752,35.394,5.18,Chain Pickerel
3324,29,103,255,5,65,101.3247269,26265.68824,42.062,1.975,Chain Pickerel
1966,28,92,331,8,55,68.92551215,30452.94712,43.784,4.825,Chain Pickerel
2371,27,83,708,2,47,54.87758948,58764.96388,36.506,2.705,Chain Pickerel
7119,15,11,570,3,15,24.13052888,6270.837048,22.17,4.225,Chain Pickerel
7010,19,24,361,8,2,41.90725482,8664.119389,32.282,3.03,Chain Pickerel
4567,27,83,55,6,50,65.02719009,4565.017846,40.506,2.75,Chain Pickerel
8799,28,92,399,3,59,93.8344578,36708.34033,38.784,3.885,Chain Pickerel
4643,16,14,8,1,13,26.62649228,112.3579706,21.448,2.195,Chain Pickerel
1693,31,126,431,7,86,76.45908723,54306.78078,46.618,5.29,Chain Pickerel
3889,19,24,179,6,6,20.5042423,4296.299564,30.282,3.09,Chain Pickerel
3086,17,17,195,8,8,19.56465108,3315.6304,29.726,3.12,Chain Pickerel
9412,21,33,611,3,5,34.1335005,20163.90255,29.838,3.075,Chain Pickerel
6811,17,17,501,6,6,30.33818475,8517.456456,27.726,3.09,Chain Pickerel
9283,17,17,594,6,6,17.80435845,10098.02244,27.726,4.09,Chain Pickerel
7097,25,58,510,7,22,33.8962318,29580.57332,38.95,1.33,Chain Pickerel
1662,18,20,261,1,3,22.2972012,5220.578715,24.004,2.045,Chain Pickerel
6949,26,65,197,1,31,59.02992991,12805.76765,34.228,2.465,Chain Pickerel
5834,25,58,643,8,25,48.83745547,37294.809,39.95,4.375,Chain Pickerel
4741,20,28,155,8,1,33.45430529,4340.569971,33.56,4.015,Chain Pickerel
1697,26,65,435,2,32,66.30062588,28275.03653,35.228,1.48,Chain Pickerel
6700,16,14,631,8,11,22.70600956,8834.613991,28.448,2.165,Chain Pickerel
6690,15,11,225,8,12,19.57929825,2475.225447,27.17,1.18,Chain Pickerel
2362,15,11,412,3,12,19.41914626,4532.582496,22.17,4.18,Chain Pickerel
8675,16,14,133,1,9,16.71634205,1862.701647,21.448,5.135,Chain Pickerel
6861,29,103,509,3,66,60.68556695,52427.81158,40.062,1.99,Chain Pickerel
1042,19,24,713,4,5,36.31620677,17112.93387,28.282,5.075,Chain Pickerel
2837,21,33,324,1,7,30.87313845,10692.11293,27.838,2.105,Chain Pickerel
8602,21,33,710,3,5,24.42161406,23430.14999,29.838,5.075,Chain Pickerel
8120,27,83,62,2,50,85.48031464,5146.774905,36.506,1.75,Chain Pickerel
4997,22,38,375,6,5,57.16728539,14250.96753,34.116,4.075,Chain Pickerel
1426,19,24,41,1,6,35.54280448,984.5872594,25.282,5.09,Chain Pickerel
5042,21,33,471,8,4,27.34518786,15543.21371,34.838,4.06,Chain Pickerel
2642,27,83,287,1,48,67.90932187,23821.52837,35.506,5.72,Chain Pickerel
5403,21,33,315,4,3,35.83146082,10395.59303,30.838,4.045,Chain Pickerel
3536,20,28,731,3,0,26.20991958,20468.33256,28.56,5,Chain Pickerel
2024,16,14,356,6,10,17.91239862,4984.59367,26.448,1.15,Chain Pickerel
1815,19,24,62,4,6,27.63882182,1488.205527,28.282,1.09,Chain Pickerel
3317,17,17,66,3,11,33.87141615,1122.603274,24.726,5.165,Chain Pickerel
3600,17,17,397,2,6,25.05917102,6749.969217,23.726,4.09,Chain Pickerel
2364,29,103,564,8,66,47.0482933,58092.60271,45.062,4.99,Chain Pickerel
7095,22,38,487,4,6,34.17126182,18506.51053,32.116,2.09,Chain Pickerel
4315,20,28,597,2,3,41.97095861,16716.1254,27.56,2.045,Chain Pickerel
9510,27,83,484,4,50,80.32086455,40172.16373,38.506,3.75,Chain Pickerel
6873,15,11,14,2,13,16.98107949,154.2659701,21.17,3.195,Chain Pickerel
8828,23,44,604,8,11,61.4067864,26576.30756,37.394,3.165,Chain Pickerel
4184,25,58,293,4,23,68.87087844,16994.5605,35.95,2.345,Chain Pickerel
4478,29,103,570,3,66,81.40629099,58710.21368,40.062,2.99,Chain Pickerel
8273,17,17,336,1,8,29.73529558,5712.688922,22.726,2.12,Chain Pickerel
9769,31,126,624,6,88,106.3567296,78624.2173,45.618,3.32,Chain Pickerel
9998,15,11,700,5,11,19.61366977,7700.566109,24.17,3.165,Chain Pickerel
1143,30,114,354,5,76,70.16510193,40356.93492,43.34,3.14,Chain Pickerel
3054,16,14,314,4,12,26.53614431,4396.720974,24.448,5.18,Chain Pickerel
6072,21,33,696,2,1,31.08791236,22968.6689,28.838,3.015,Chain Pickerel
2468,22,38,712,6,7,58.58733275,27056.45661,34.116,2.105,Chain Pickerel
6806,24,51,58,8,21,39.68262346,2958.860897,38.672,3.315,Chain Pickerel
5713,19,24,534,1,0,24.47738291,12816.79864,25.282,3,Chain Pickerel
5569,17,17,456,1,10,26.85205793,7752.388698,22.726,1.15,Chain Pickerel
1075,22,38,338,4,7,38.53623652,12844.8945,32.116,4.105,Chain Pickerel
2365,16,14,283,5,12,23.32728681,3962.134144,25.448,3.18,Chain Pickerel
9084,29,103,642,6,67,47.20146073,66126.71955,43.062,2.005,Chain Pickerel
2859,30,114,181,7,75,128.3148613,20634.61862,45.34,2.125,Chain Pickerel
8608,25,58,383,7,27,75.78504647,22214.15063,38.95,5.405,Chain Pickerel
1296,27,83,23,3,51,85.23063849,1909.634495,37.506,2.765,Chain Pickerel
6230,24,51,740,3,18,24.05726371,37740.27945,33.672,3.27,Chain Pickerel
6592,26,65,451,5,34,59.14804647,29315.2044,38.228,4.51,Chain Pickerel
8750,16,14,44,8,9,20.01612733,616.153699,28.448,2.135,Chain Pickerel
2699,29,103,446,4,69,64.45072725,45938.07613,41.062,6.035,Chain Pickerel
5817,30,114,647,7,74,138.3742425,73758.48823,45.34,3.11,Chain Pickerel
3109,31,126,192,1,87,85.59143181,24192.95311,40.618,5.305,Chain Pickerel
1999,26,65,331,7,32,77.34162708,21515.44253,40.228,1.48,Chain Pickerel
2334,28,92,627,7,55,81.90543586,57684.88969,42.784,1.825,Chain Pickerel
4984,20,28,742,2,0,29.76512836,20776.33765,27.56,4,Chain Pickerel
2676,20,28,504,5,1,24.54687517,14112.21171,30.56,4.015,Chain Pickerel
8059,20,28,729,3,3,43.50240829,20412.25182,28.56,5.045,Chain Pickerel
7734,27,83,363,3,49,73.58914771,30129.34672,37.506,1.735,Chain Pickerel
6194,16,14,593,3,13,17.99068156,8302.968002,23.448,3.195,Chain Pickerel
4315,19,24,525,2,6,35.08011287,12600.44208,26.282,5.09,Chain Pickerel
2498,29,103,293,4,67,70.93567894,30179.61042,41.062,4.005,Chain Pickerel
5882,25,58,434,2,27,72.77074361,25172.57701,33.95,5.405,Chain Pickerel
7896,22,38,302,3,9,41.52995392,11476.35503,31.116,3.135,Chain Pickerel
