"Notes"	"Occurrence County"	"Occurrence County Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths
	"Langlade County, WI"	"55067"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	Suppressed
	"Langlade County, WI"	"55067"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	Suppressed
	"Langlade County, WI"	"55067"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	Suppressed
	"Langlade County, WI"	"55067"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	Suppressed
	"Langlade County, WI"	"55067"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	Suppressed
	"Langlade County, WI"	"55067"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	Suppressed
	"Langlade County, WI"	"55067"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	Suppressed
	"Langlade County, WI"	"55067"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	Suppressed
	"Langlade County, WI"	"55067"	"Hodgkin disease (C81)"	"GR113-038"	Suppressed
	"Langlade County, WI"	"55067"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	Suppressed
	"Langlade County, WI"	"55067"	"Leukemia (C91-C95)"	"GR113-040"	Suppressed
	"Langlade County, WI"	"55067"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	Suppressed
	"Langlade County, WI"	"55067"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	Suppressed
	"Langlade County, WI"	"55067"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	Suppressed
	"Langlade County, WI"	"55067"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	Suppressed
	"Langlade County, WI"	"55067"	"#Anemias (D50-D64)"	"GR113-045"	Suppressed
	"Langlade County, WI"	"55067"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	Suppressed
	"Langlade County, WI"	"55067"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	Suppressed
	"Langlade County, WI"	"55067"	"Malnutrition (E40-E46)"	"GR113-048"	Suppressed
	"Langlade County, WI"	"55067"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	Suppressed
	"Langlade County, WI"	"55067"	"#Meningitis (G00,G03)"	"GR113-050"	Suppressed
	"Langlade County, WI"	"55067"	"#Parkinson disease (G20-G21)"	"GR113-051"	Suppressed
	"Langlade County, WI"	"55067"	"#Alzheimer disease (G30)"	"GR113-052"	17
	"Langlade County, WI"	"55067"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	87
	"Langlade County, WI"	"55067"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	72
	"Langlade County, WI"	"55067"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	Suppressed
	"Langlade County, WI"	"55067"	"Hypertensive heart disease (I11)"	"GR113-056"	Suppressed
	"Langlade County, WI"	"55067"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	Suppressed
	"Langlade County, WI"	"55067"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	51
	"Langlade County, WI"	"55067"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	35
	"Langlade County, WI"	"55067"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	Suppressed
	"Langlade County, WI"	"55067"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	16
	"Langlade County, WI"	"55067"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	Suppressed
	"Langlade County, WI"	"55067"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	15
	"Langlade County, WI"	"55067"	"Other heart diseases (I26-I51)"	"GR113-064"	18
	"Langlade County, WI"	"55067"	"Acute and subacute endocarditis (I33)"	"GR113-065"	Suppressed
	"Langlade County, WI"	"55067"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	Suppressed
	"Langlade County, WI"	"55067"	"Heart failure (I50)"	"GR113-067"	11
	"Langlade County, WI"	"55067"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	Suppressed
	"Langlade County, WI"	"55067"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	Suppressed
	"Langlade County, WI"	"55067"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	12
	"Langlade County, WI"	"55067"	"#Atherosclerosis (I70)"	"GR113-071"	Suppressed
	"Langlade County, WI"	"55067"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	Suppressed
	"Langlade County, WI"	"55067"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	Suppressed
	"Langlade County, WI"	"55067"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	Suppressed
	"Langlade County, WI"	"55067"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	Suppressed
	"Langlade County, WI"	"55067"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	Suppressed
	"Langlade County, WI"	"55067"	"Influenza (J09-J11)"	"GR113-077"	Suppressed
	"Langlade County, WI"	"55067"	"Pneumonia (J12-J18)"	"GR113-078"	Suppressed
	"Langlade County, WI"	"55067"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	Suppressed
	"Langlade County, WI"	"55067"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	Suppressed
	"Langlade County, WI"	"55067"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	Suppressed
	"Langlade County, WI"	"55067"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	11
	"Langlade County, WI"	"55067"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	Suppressed
	"Langlade County, WI"	"55067"	"Emphysema (J43)"	"GR113-084"	Suppressed
	"Langlade County, WI"	"55067"	"Asthma (J45-J46)"	"GR113-085"	Suppressed
	"Langlade County, WI"	"55067"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	11
	"Langlade County, WI"	"55067"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	Suppressed
	"Langlade County, WI"	"55067"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	Suppressed
	"Langlade County, WI"	"55067"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	Suppressed
	"Langlade County, WI"	"55067"	"#Peptic ulcer (K25-K28)"	"GR113-090"	Suppressed
	"Langlade County, WI"	"55067"	"#Diseases of appendix (K35-K38)"	"GR113-091"	Suppressed
	"Langlade County, WI"	"55067"	"#Hernia (K40-K46)"	"GR113-092"	Suppressed
	"Langlade County, WI"	"55067"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	Suppressed
	"Langlade County, WI"	"55067"	"Alcoholic liver disease (K70)"	"GR113-094"	Suppressed
	"Langlade County, WI"	"55067"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	Suppressed
	"Langlade County, WI"	"55067"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	Suppressed
	"Langlade County, WI"	"55067"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	Suppressed
	"Langlade County, WI"	"55067"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	Suppressed
	"Langlade County, WI"	"55067"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	Suppressed
	"Langlade County, WI"	"55067"	"Renal failure (N17-N19)"	"GR113-100"	Suppressed
	"Langlade County, WI"	"55067"	"Other disorders of kidney (N25,N27)"	"GR113-101"	Suppressed
	"Langlade County, WI"	"55067"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	Suppressed
	"Langlade County, WI"	"55067"	"#Hyperplasia of prostate (N40)"	"GR113-103"	Suppressed
	"Langlade County, WI"	"55067"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	Suppressed
	"Langlade County, WI"	"55067"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	Suppressed
	"Langlade County, WI"	"55067"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	Suppressed
	"Langlade County, WI"	"55067"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	Suppressed
	"Langlade County, WI"	"55067"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	Suppressed
	"Langlade County, WI"	"55067"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	Suppressed
	"Langlade County, WI"	"55067"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	Suppressed
	"Langlade County, WI"	"55067"	"All other diseases (Residual) "	"GR113-111"	32
	"Langlade County, WI"	"55067"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	17
	"Langlade County, WI"	"55067"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	Suppressed
	"Langlade County, WI"	"55067"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	Suppressed
	"Langlade County, WI"	"55067"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	Suppressed
	"Langlade County, WI"	"55067"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	Suppressed
	"Langlade County, WI"	"55067"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	13
	"Langlade County, WI"	"55067"	"Falls (W00-W19)"	"GR113-118"	Suppressed
	"Langlade County, WI"	"55067"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	Suppressed
	"Langlade County, WI"	"55067"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	Suppressed
	"Langlade County, WI"	"55067"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	Suppressed
	"Langlade County, WI"	"55067"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	Suppressed
	"Langlade County, WI"	"55067"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	Suppressed
	"Langlade County, WI"	"55067"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	Suppressed
	"Langlade County, WI"	"55067"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed
	"Langlade County, WI"	"55067"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	Suppressed
	"Langlade County, WI"	"55067"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	Suppressed
	"Langlade County, WI"	"55067"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	Suppressed
	"Langlade County, WI"	"55067"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	Suppressed
	"Langlade County, WI"	"55067"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	Suppressed
	"Langlade County, WI"	"55067"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	Suppressed
	"Langlade County, WI"	"55067"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	Suppressed
	"Langlade County, WI"	"55067"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	Suppressed
	"Langlade County, WI"	"55067"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	Suppressed
	"Langlade County, WI"	"55067"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	Suppressed
	"Langlade County, WI"	"55067"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	Suppressed
	"Langlade County, WI"	"55067"	"#COVID-19 (U07.1)"	"GR113-137"	14
	"Langlade County, WI"	"55067"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	Suppressed
	"Lincoln County, WI"	"55069"	"#Salmonella infections (A01-A02)"	"GR113-001"	Suppressed
	"Lincoln County, WI"	"55069"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	Suppressed
	"Lincoln County, WI"	"55069"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	Suppressed
	"Lincoln County, WI"	"55069"	"#Tuberculosis (A16-A19)"	"GR113-004"	Suppressed
	"Lincoln County, WI"	"55069"	"Respiratory tuberculosis (A16)"	"GR113-005"	Suppressed
	"Lincoln County, WI"	"55069"	"Other tuberculosis (A17-A19)"	"GR113-006"	Suppressed
	"Lincoln County, WI"	"55069"	"#Whooping cough (A37)"	"GR113-007"	Suppressed
	"Lincoln County, WI"	"55069"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	Suppressed
	"Lincoln County, WI"	"55069"	"#Meningococcal infection (A39)"	"GR113-009"	Suppressed
	"Lincoln County, WI"	"55069"	"#Septicemia (A40-A41)"	"GR113-010"	Suppressed
	"Lincoln County, WI"	"55069"	"#Syphilis (A50-A53)"	"GR113-011"	Suppressed
	"Lincoln County, WI"	"55069"	"#Acute poliomyelitis (A80)"	"GR113-012"	Suppressed
	"Lincoln County, WI"	"55069"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	Suppressed
	"Lincoln County, WI"	"55069"	"#Measles (B05)"	"GR113-014"	Suppressed
	"Lincoln County, WI"	"55069"	"#Viral hepatitis (B15-B19)"	"GR113-015"	Suppressed
	"Lincoln County, WI"	"55069"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	Suppressed
	"Lincoln County, WI"	"55069"	"#Malaria (B50-B54)"	"GR113-017"	Suppressed
	"Lincoln County, WI"	"55069"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	31
	"Lincoln County, WI"	"55069"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	48
	"Lincoln County, WI"	"55069"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	Suppressed
	"Lincoln County, WI"	"55069"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	Suppressed
	"Lincoln County, WI"	"55069"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	Suppressed
	"Lincoln County, WI"	"55069"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	Suppressed
	"Lincoln County, WI"	"55069"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	Suppressed
	"Lincoln County, WI"	"55069"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	Suppressed
	"Lincoln County, WI"	"55069"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	Suppressed
	"Lincoln County, WI"	"55069"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	13
	"Lincoln County, WI"	"55069"	"Malignant melanoma of skin (C43)"	"GR113-028"	Suppressed
	"Lincoln County, WI"	"55069"	"Malignant neoplasm of breast (C50)"	"GR113-029"	Suppressed
	"Lincoln County, WI"	"55069"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	Suppressed
	"Lincoln County, WI"	"55069"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	Suppressed
	"Lincoln County, WI"	"55069"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	Suppressed
	"Lincoln County, WI"	"55069"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	Suppressed
	"Lincoln County, WI"	"55069"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	Suppressed
	"Lincoln County, WI"	"55069"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	Suppressed
	"Lincoln County, WI"	"55069"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	Suppressed
	"Lincoln County, WI"	"55069"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	Suppressed
	"Lincoln County, WI"	"55069"	"Hodgkin disease (C81)"	"GR113-038"	Suppressed
	"Lincoln County, WI"	"55069"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	Suppressed
	"Lincoln County, WI"	"55069"	"Leukemia (C91-C95)"	"GR113-040"	Suppressed
	"Lincoln County, WI"	"55069"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	Suppressed
	"Lincoln County, WI"	"55069"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	Suppressed
	"Lincoln County, WI"	"55069"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	Suppressed
	"Lincoln County, WI"	"55069"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	Suppressed
	"Lincoln County, WI"	"55069"	"#Anemias (D50-D64)"	"GR113-045"	Suppressed
	"Lincoln County, WI"	"55069"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	11
	"Lincoln County, WI"	"55069"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	Suppressed
	"Lincoln County, WI"	"55069"	"Malnutrition (E40-E46)"	"GR113-048"	Suppressed
	"Lincoln County, WI"	"55069"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	Suppressed
	"Lincoln County, WI"	"55069"	"#Meningitis (G00,G03)"	"GR113-050"	Suppressed
	"Lincoln County, WI"	"55069"	"#Parkinson disease (G20-G21)"	"GR113-051"	Suppressed
	"Lincoln County, WI"	"55069"	"#Alzheimer disease (G30)"	"GR113-052"	20
	"Lincoln County, WI"	"55069"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	92
	"Lincoln County, WI"	"55069"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	71
	"Lincoln County, WI"	"55069"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	Suppressed
	"Lincoln County, WI"	"55069"	"Hypertensive heart disease (I11)"	"GR113-056"	Suppressed
	"Lincoln County, WI"	"55069"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	Suppressed
	"Lincoln County, WI"	"55069"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	32
	"Lincoln County, WI"	"55069"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	Suppressed
	"Lincoln County, WI"	"55069"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	Suppressed
	"Lincoln County, WI"	"55069"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	24
	"Lincoln County, WI"	"55069"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	Suppressed
	"Lincoln County, WI"	"55069"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	24
	"Lincoln County, WI"	"55069"	"Other heart diseases (I26-I51)"	"GR113-064"	29
	"Lincoln County, WI"	"55069"	"Acute and subacute endocarditis (I33)"	"GR113-065"	Suppressed
	"Lincoln County, WI"	"55069"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	Suppressed
	"Lincoln County, WI"	"55069"	"Heart failure (I50)"	"GR113-067"	15
	"Lincoln County, WI"	"55069"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	14
	"Lincoln County, WI"	"55069"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	Suppressed
	"Lincoln County, WI"	"55069"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	10
	"Lincoln County, WI"	"55069"	"#Atherosclerosis (I70)"	"GR113-071"	Suppressed
	"Lincoln County, WI"	"55069"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	Suppressed
	"Lincoln County, WI"	"55069"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	Suppressed
	"Lincoln County, WI"	"55069"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	Suppressed
	"Lincoln County, WI"	"55069"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	Suppressed
	"Lincoln County, WI"	"55069"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	Suppressed
	"Lincoln County, WI"	"55069"	"Influenza (J09-J11)"	"GR113-077"	Suppressed
	"Lincoln County, WI"	"55069"	"Pneumonia (J12-J18)"	"GR113-078"	Suppressed
	"Lincoln County, WI"	"55069"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	Suppressed
	"Lincoln County, WI"	"55069"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	Suppressed
	"Lincoln County, WI"	"55069"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	Suppressed
	"Lincoln County, WI"	"55069"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	21
	"Lincoln County, WI"	"55069"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	Suppressed
	"Lincoln County, WI"	"55069"	"Emphysema (J43)"	"GR113-084"	Suppressed
	"Lincoln County, WI"	"55069"	"Asthma (J45-J46)"	"GR113-085"	Suppressed
	"Lincoln County, WI"	"55069"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	18
	"Lincoln County, WI"	"55069"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	Suppressed
	"Lincoln County, WI"	"55069"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	Suppressed
	"Lincoln County, WI"	"55069"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	Suppressed
	"Lincoln County, WI"	"55069"	"#Peptic ulcer (K25-K28)"	"GR113-090"	Suppressed
	"Lincoln County, WI"	"55069"	"#Diseases of appendix (K35-K38)"	"GR113-091"	Suppressed
	"Lincoln County, WI"	"55069"	"#Hernia (K40-K46)"	"GR113-092"	Suppressed
	"Lincoln County, WI"	"55069"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	Suppressed
	"Lincoln County, WI"	"55069"	"Alcoholic liver disease (K70)"	"GR113-094"	Suppressed
	"Lincoln County, WI"	"55069"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	Suppressed
	"Lincoln County, WI"	"55069"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	Suppressed
	"Lincoln County, WI"	"55069"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	Suppressed
	"Lincoln County, WI"	"55069"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	Suppressed
	"Lincoln County, WI"	"55069"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	Suppressed
	"Lincoln County, WI"	"55069"	"Renal failure (N17-N19)"	"GR113-100"	Suppressed
	"Lincoln County, WI"	"55069"	"Other disorders of kidney (N25,N27)"	"GR113-101"	Suppressed
	"Lincoln County, WI"	"55069"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	Suppressed
	"Lincoln County, WI"	"55069"	"#Hyperplasia of prostate (N40)"	"GR113-103"	Suppressed
	"Lincoln County, WI"	"55069"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	Suppressed
	"Lincoln County, WI"	"55069"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	Suppressed
	"Lincoln County, WI"	"55069"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	Suppressed
	"Lincoln County, WI"	"55069"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	Suppressed
	"Lincoln County, WI"	"55069"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	Suppressed
	"Lincoln County, WI"	"55069"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	Suppressed
	"Lincoln County, WI"	"55069"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	Suppressed
	"Lincoln County, WI"	"55069"	"All other diseases (Residual) "	"GR113-111"	49
	"Lincoln County, WI"	"55069"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	11
	"Lincoln County, WI"	"55069"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	Suppressed
	"Lincoln County, WI"	"55069"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	Suppressed
	"Lincoln County, WI"	"55069"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	Suppressed
	"Lincoln County, WI"	"55069"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	Suppressed
	"Lincoln County, WI"	"55069"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	Suppressed
	"Lincoln County, WI"	"55069"	"Falls (W00-W19)"	"GR113-118"	Suppressed
	"Lincoln County, WI"	"55069"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	Suppressed
	"Lincoln County, WI"	"55069"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	Suppressed
	"Lincoln County, WI"	"55069"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	Suppressed
	"Lincoln County, WI"	"55069"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	Suppressed
	"Lincoln County, WI"	"55069"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	Suppressed
	"Lincoln County, WI"	"55069"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	Suppressed
	"Lincoln County, WI"	"55069"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	Suppressed
	"Lincoln County, WI"	"55069"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	Suppressed
